id_str,text,created_at,"('user', 'id_str')"
737566974784327681,"easyJet plc $EZJ Price Target Cut to GBX 2,287 https://t.co/pxxPQnhqBF",Tue May 31 08:50:44 +0000 2016,2338882843
737566993604186113,@Ryanair can I bring a bottle of aftershave in my hand luggage if it's 100ml or under?,Tue May 31 08:50:49 +0000 2016,542581012
737566997488115717,"@VirginAtlantic Hello, is it possible to tell if a flight I am looking at is eligible for bid upgrade? Thank you.",Tue May 31 08:50:50 +0000 2016,52544131
737567058540396545,"EasyJet To Impose Late Passenger Crackdown: by Graham Pierrepoint - 
&lt;p&gt;While most people aiming to board a flight.. https://t.co/G4NPJh7K1T",Tue May 31 08:51:04 +0000 2016,18405895
737567065758781440,https://t.co/h8xSGmhPeY #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:06 +0000 2016,4130868855
737567068237635584,https://t.co/As0cyzqQ4x #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:07 +0000 2016,4130868855
737567071899242497,https://t.co/0qAMg5aRSP #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:07 +0000 2016,4130868855
737567074394865664,https://t.co/xWeigltx1d #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:08 +0000 2016,4130868855
737567077645451265,https://t.co/tzZmDBct40 #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:09 +0000 2016,4130868855
737567079956549632,https://t.co/qVC6C90U4f #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:09 +0000 2016,4130868855
737567082284359680,https://t.co/cUAPTW8DOk #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:10 +0000 2016,4130868855
737567084918411264,https://t.co/gJaahtpKZm #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:11 +0000 2016,4130868855
737567121350086656,@Ryanair do you get 15kg or 20kg in a checked in bag that you've paid for?,Tue May 31 08:51:19 +0000 2016,1246495932
737567130913103872,British_Airways: paddyf1981 I hope this was resolved and you're on your way to St Lucia. Have a great honeymoon and congrats from us. 2.2 ^…,Tue May 31 08:51:22 +0000 2016,3031204060
737567133081604097,British_Airways: cruncher_13 Hi Mark. It may be the airport are making adjustments. Please try again later. Alternatively check in at the a…,Tue May 31 08:51:22 +0000 2016,3031204060
737567134906093568,"British_Airways: ETumman That's disappointing to hear, we'll pass this on to our Catering team. ^JB",Tue May 31 08:51:22 +0000 2016,3031204060
737567148361449472,@British_Airways Flown two BA flights recently 1st 50mins late and 2nd 1hr 30mins late. Boarded then told that we couldn't take off for 1hr!,Tue May 31 08:51:26 +0000 2016,307232138
737567148466274306,https://t.co/vdQRZrDMr7 #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:26 +0000 2016,3336001360
737567150425051140,https://t.co/4o0ZVwAClo #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:26 +0000 2016,3336001360
737567152551514112,https://t.co/0tWGxLFJmk #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:27 +0000 2016,3336001360
737567154459934721,https://t.co/zyE78CQof8 #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:27 +0000 2016,3336001360
737567156548702208,https://t.co/704Rk5F4vR #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 08:51:28 +0000 2016,3336001360
737567163876134912,"@GordonStarMusic I see you, Gordon! ^Chesca https://t.co/ug87cGMep3",Tue May 31 08:51:29 +0000 2016,20626359
737567165738450944,Okay @British_Airways lets get this iron bird to Mumbai on time,Tue May 31 08:51:30 +0000 2016,450094801
737567222973927424,KLM: HansHegeman That's a nice shot!,Tue May 31 08:51:43 +0000 2016,3031204060
737567225943457796,"KLM: catrien68 Dag Catrien, je kan een ongelimiteerd aantal karakters gebruiken in een Direct Message. Is dat ook een mogelijkheid? &gt;&gt;",Tue May 31 08:51:44 +0000 2016,3031204060
737567227155619840,MY BABY of to Italy ;) schiphol again.. @KLM @Schiphol #mybabywashere #mybabyonthemove,Tue May 31 08:51:44 +0000 2016,846288312
737567227679936513,KLM: catrien68 Mailen is alleen mogelijk via ons online formulier. Andere contactgegevens via https://t.co/wcNlAXma5d. &lt;&lt;,Tue May 31 08:51:45 +0000 2016,3031204060
737567257123905536,Breaks my little heart that my Holiday for Dec with @British_Airways is £200 cheaper now than it was in december &amp; i'm STILL paying off :'(,Tue May 31 08:51:52 +0000 2016,158497045
737567355715211264,@MCFC @EtihadAirways Segio Aguero. Over 100 goals?!,Tue May 31 08:52:15 +0000 2016,3261492849
737567395665973248,"EasyJet reject late #Passengers arrive less than minutes: https://t.co/NC5pRcUxXJ, https://t.co/uaYK2v6tXC https://t.co/YSPgt2oJkU",Tue May 31 08:52:25 +0000 2016,716686449295376384
737567421586755584,@MYBABYwashere @KLM @Schiphol  Have fun ....,Tue May 31 08:52:31 +0000 2016,116458959
737567454327504896,@escapedbyjet @British_Airways I've been Virgin Upper Class but generally travel BA,Tue May 31 08:52:39 +0000 2016,2305329174
737567476750290945,Waiting speak to an actual person at @easyJet (more challenging that you'd think) On hold song is 'Are We Human?' #ironic #stupid,Tue May 31 08:52:44 +0000 2016,1400643998
737567493149986817,Humanitarian concern as people traffickers found to be using Ryanair - https://t.co/NOBS7E8h69 via @newsthump,Tue May 31 08:52:48 +0000 2016,22420653
737567544580526080,@NicholasDRhew Lufthansa finds the economic issues in Venezuala to be a threat to their business and operation.  https://t.co/Nc0iyCX90A,Tue May 31 08:53:00 +0000 2016,2456175664
737567554906902529,@easyJet Well you didn't minimise disruption this time and your staff didn't even apologise!,Tue May 31 08:53:03 +0000 2016,1342753034
737567553032097792,"Did you fly with @easyJet already? Here's our extensive review - https://t.co/8FwQ5jFEZk

#travel #airline #review https://t.co/QZfU4Gv3lp",Tue May 31 08:53:02 +0000 2016,2704502226
737567556442034176,Lufthansa : résultats dans le rouge et fans de foot https://t.co/39AHEdNmSn https://t.co/jGOzV7BWf1,Tue May 31 08:53:03 +0000 2016,4149291433
737567573890371589,RT @mikeguesty: Hands down the best sun set on a flight @British_Airways from Barbados to @Gatwick_Airport #lovebarbados @Barbados https://…,Tue May 31 08:53:07 +0000 2016,59402442
737567585298845697,Great flight to Corfu with @easyJet and the best landing I've ever had from Captain Rob! #pilotclass,Tue May 31 08:53:10 +0000 2016,32834046
737567608627597314,RT @RFI: Lufthansa et Latam suspendent leurs vols en direction du Venezuela https://t.co/V71KRt0D3s https://t.co/GvFTPP4bfh,Tue May 31 08:53:15 +0000 2016,527663151
737567615623659521,"@easyJet I added hold luggage after checking in for a flight, but the boarding passes haven't changed on app &amp; no option to check in again",Tue May 31 08:53:17 +0000 2016,551166146
737567643415105536,@mariusholm @Doremus42 Slik svertet Ryanair seg selv more like. #neverflyrayanair,Tue May 31 08:53:24 +0000 2016,19603174
737567658523009024,"RT @SilverSpoonLDN: SHINY NEW POST!! @British_Airways First Class Review
https://t.co/yc6xxBma9u #travelblog #luxurytravel https://t.co/0Rr…",Tue May 31 08:53:27 +0000 2016,342134583
737567700679987200,#Tourisme #ObjetsConnectés - @easyJet lance sa 1ère paire de sneakers pour visiter autrement https://t.co/9Yyr0dZbvx https://t.co/r9ndKrfc8L,Tue May 31 08:53:37 +0000 2016,39477896
737567711723544579,RT @kevinblyth1872: @Negri70Marco @British_Airways @sportbookawards Good luck Marco. It was certainly a good read! 😊,Tue May 31 08:53:40 +0000 2016,1288484797
737567747094110208,@kevinblyth1872 @British_Airways @sportbookawards thanks Kevin,Tue May 31 08:53:48 +0000 2016,1288484797
737567749380018177,"RT @SilverSpoonLDN: SHINY NEW POST!! @British_Airways First Class Review
https://t.co/yc6xxBma9u #travelblog #luxurytravel https://t.co/0Rr…",Tue May 31 08:53:49 +0000 2016,139029286
737567750562844674,@KLM What will you fly to @sxmtweets? 😢✈🌍,Tue May 31 08:53:49 +0000 2016,381018451
737567763594547200,@TS446photo @nikonownermag @Icelandair I didn't realise Ryanair flew to Iceland ;),Tue May 31 08:53:52 +0000 2016,348717361
737567763586158593,Really nice new @easyJet A320 last night. Only marred by horrendous @Gatwick_Airport immigration queues. #PaxEx https://t.co/HfyUvUH6m6,Tue May 31 08:53:52 +0000 2016,14026392
737567767440719872,Transports : nouvelle semaine de grèves https://t.co/RvCpzqGU6d #JM #Grèves #LoiTravail #CGT #SNCF #RATP #AirFrance #Transports #ElKhomri,Tue May 31 08:53:53 +0000 2016,255540180
737567771932794880,"@KaziLu @Ryanair Hi Karen, apologies that you did not enjoy your experience with us this time, we will feedback to the relevant departments",Tue May 31 08:53:54 +0000 2016,143375180
737567775187570688,"New for the Premier Traveler on British Airway flights is the Club Kitchen @British_Airways 
https://t.co/DwNzIdpv7k https://t.co/WF3Hug6jxA",Tue May 31 08:53:55 +0000 2016,34702832
737567803603968002,@Ryanair and the airport at faro don't seem to be giving any updates just been told to call back at 1900 tonight?!?,Tue May 31 08:54:02 +0000 2016,1418580919
737567815033446404,Lufthansa приостанавливает полеты в Венесуэлу,Tue May 31 08:54:05 +0000 2016,2337802212
737567835069677568,#Cefalù e #SanVitoLoCapo nel banner #ryanair della home di #repubblica https://t.co/ngF8LgUK2I,Tue May 31 08:54:09 +0000 2016,19289299
737567866925416448,@jam2805 @easyJet flight to Paris was 3.5 hours late so we missed the connection to Mauritius. Only 1 flight a day.,Tue May 31 08:54:17 +0000 2016,62513264
737567894205173760,RT @lisaebutters: 3 @British_Airways agents standing around chatting &amp; prob 200 people waiting to get rebooked. 4 agents @ counter! https:/…,Tue May 31 08:54:23 +0000 2016,842918750
737567896314871808,Lekker bezig hoor mijne dame en heren  :-) https://t.co/mUuEkgenxr,Tue May 31 08:54:24 +0000 2016,929716506
737567902463758336,@mariusholm @Doremus42 Slik svertet Ryanair seg selv. #neverflyryanair,Tue May 31 08:54:25 +0000 2016,19603174
737567921145143296,"Incredible... another 40min delay from @easyJet on top of the hour already - still no explanation, no information, no apology",Tue May 31 08:54:30 +0000 2016,571037871
737567911921868800,"Menos mal que Ryanair manda mail recordatorio para la facturación online, porque esta vez ni me acordaba... y me voy pasado mañana D:",Tue May 31 08:54:28 +0000 2016,260876290
737567969077694464,"@lufthansa Ah Ina, you had the chance to WOW me at essentially no cost there. That’s the answer the blue guys gave…",Tue May 31 08:54:41 +0000 2016,36202073
737568042490560512,@SilverSpoonLDN BA is fantastic! They travel everywhere! but @EtihadAirways First class is in another league - limited routes though 😎,Tue May 31 08:54:59 +0000 2016,736178720424251392
737568064472915969,RT @Imaxballester: Martes! #TakeOff by @Ryanair #avgeek @Ines_Rubio @linwer @josechulopez1 @basquespotting @AviationZone24 @KarlosTorna htt…,Tue May 31 08:55:04 +0000 2016,326668065
737568065890574336,"I love LOVE THAT @lufthansa cancels my flight, books me an hour earlier, then delays the flight 30mins.... #splitthediff",Tue May 31 08:55:04 +0000 2016,198752267
737568106491432961,"#FTSE100 - Early Fallers
Antofagasta (ANTO) 428.90p -1.76%
BHP Billiton (BLT) 827.00p -1.58%
easyJet (EZJ) 1,530.00p -1.42%",Tue May 31 08:55:14 +0000 2016,2476610478
737568139223830528,RT @ChloeDalton7s: Thanks for the support @Qantas!  @Aussie7s on our way to the airport hoping for an upgrade.  Can you help a few World Ch…,Tue May 31 08:55:22 +0000 2016,381346813
737568157712277505,RT @MYBABYwashere: MY BABY of to Italy ;) schiphol again.. @KLM @Schiphol #mybabywashere #mybabyonthemove,Tue May 31 08:55:26 +0000 2016,3003397253
737568171176009728,"Air France-KLM říká, že jedná o prodeji 49,99% podílu v cateringové společnosti Servair čínské HNA Group.
Kon...  - https://t.co/xsDoqBh2sS",Tue May 31 08:55:30 +0000 2016,501918439
737568196413132801,@EtihadAirways thanks you guys #etihadsuggest,Tue May 31 08:55:36 +0000 2016,481269718
737568225668390914,@escapedbyjet @EtihadAirways I must try it one day!,Tue May 31 08:55:43 +0000 2016,2305329174
737568246992240640,Lufthansa y Latam no volarán más a Venezuela https://t.co/JPekeqQjNj https://t.co/zaa4OElRSr,Tue May 31 08:55:48 +0000 2016,1733793840
737568262142070785,@British_Airways just hung up on me as obviously was asking a difficult question about a refund - completely unacceptable. Can I get support,Tue May 31 08:55:51 +0000 2016,438366249
737568291124707329,@AmericanAir thanks for checking. An unpleasant surprise but at least lines weren't bad at 4am.    :-),Tue May 31 08:55:58 +0000 2016,21765969
737568319134261248,@VirginAtlantic Hi Chesca! 👋🏼 When is one off to Vegas to compensate for under salted peanuts?,Tue May 31 08:56:05 +0000 2016,121065975
737568357231165441,Start planning your weekend to #Ibiza with my '48 hours in' guide for @British_Airways #BAHighLife https://t.co/HFCbhTsNlk @Judgement_Event,Tue May 31 08:56:14 +0000 2016,20279934
737568397521653760,"EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/it7LhvWG3W",Tue May 31 08:56:23 +0000 2016,20973388
737568399451000832,@HelenLOHara @Qantas What? Kick them in the balls.,Tue May 31 08:56:24 +0000 2016,715941924
737568410461048832,RT @RealJudgeJules: Start planning your weekend to #Ibiza with my '48 hours in' guide for @British_Airways #BAHighLife https://t.co/HFCbhTs…,Tue May 31 08:56:27 +0000 2016,473977759
737568410486210560,RT @RealJudgeJules: Start planning your weekend to #Ibiza with my '48 hours in' guide for @British_Airways #BAHighLife https://t.co/HFCbhTs…,Tue May 31 08:56:27 +0000 2016,4096922685
737568410528157696,RT @RealJudgeJules: Start planning your weekend to #Ibiza with my '48 hours in' guide for @British_Airways #BAHighLife https://t.co/HFCbhTs…,Tue May 31 08:56:27 +0000 2016,141323831
737568410452664321,RT @RealJudgeJules: Start planning your weekend to #Ibiza with my '48 hours in' guide for @British_Airways #BAHighLife https://t.co/HFCbhTs…,Tue May 31 08:56:27 +0000 2016,209513474
737568466840866816,RT @teleherzog: #Lufthansa +größte Fluglinie Lateinamerikas #Latam haben ihre Flüge nach #Venezuela eingestellt&gt; kein Währungstausch https:…,Tue May 31 08:56:40 +0000 2016,3911460201
737568469495873538,"@VirginAtlantic Thanks, it's a shame but I can't risk it not being available. Thanks anyway",Tue May 31 08:56:41 +0000 2016,52544131
737568488156332032,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:56:45 +0000 2016,564479372
737568495940952065,Great banter with the stewardess! Thanks @Ryanair - all okay so far!,Tue May 31 08:56:47 +0000 2016,20782201
737568548109701121,RT @ISObserver: Lufthansa suspends flights to #Venezuela https://t.co/IXwhiYMcrG,Tue May 31 08:56:59 +0000 2016,121812371
737568563435692032,@British_Airways very poor service No confirmation for over a week No available contact for 3 days Customer services please call my number,Tue May 31 08:57:03 +0000 2016,1638318756
737568565465780224,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:57:04 +0000 2016,81675282
737568567051198465,Air France-KLM Discusses Selling Stake in Catering Unit to China’s HNA https://t.co/LB3wtACGOR,Tue May 31 08:57:04 +0000 2016,2940735565
737568571400675329,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:57:05 +0000 2016,38622246
737568583161544706,@AshleyK136 can you tell I'm on a @easyJet rant just now?! :),Tue May 31 08:57:08 +0000 2016,1400643998
737568639679766529,@SilverSpoonLDN honestly @EtihadAirways it's like a hotel in the sky! Too bad I don't travel to the Middle East often 😭,Tue May 31 08:57:21 +0000 2016,736178720424251392
737568681081737216,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:57:31 +0000 2016,176652702
737568684437213184,Thanks @FlySWISS for having us. Apparently @British_Airways doesn`t even know that the flight was cancelled!,Tue May 31 08:57:32 +0000 2016,3401474453
737568689612935168,China Southern Airlines and KLM mark first decade of joint venture https://t.co/okTUCfT6bk https://t.co/7c5T10Og2F,Tue May 31 08:57:33 +0000 2016,2445064944
737568695879245824,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:57:35 +0000 2016,717428171335995397
737568726707408896,Ryanair: taylorccrockett CitizenCard Hi Taylor yes you can use it on a UK domestic. Thanks MV,Tue May 31 08:57:42 +0000 2016,4496871736
737568737860059137,@Ryanair what's up with your website...AGAIN!!!,Tue May 31 08:57:45 +0000 2016,40950062
737568738862452737,RT @DaliaEzzat_: Lufthansa owed over $100 million in Venezuela.  https://t.co/R3kTLaoKpF,Tue May 31 08:57:45 +0000 2016,48410254
737568759800430592,Visit the Bradman Museum in Bowral near Sydney #FlySQ #ilovesydney @SingaporeAir @CoolpadInd @sydney_sider @NSWTips https://t.co/6EvCp3bOh7,Tue May 31 08:57:50 +0000 2016,13719562
737568765278191616,"easyJet: ma_ru_ku Hello, items we find on board are forwarded to the local lost and found that you already called. Hope you'll get your Kin…",Tue May 31 08:57:51 +0000 2016,4496871736
737568767333408769,"easyJet: Clairechard50 Hi, sorry to hear this. If you want to discuss further feel free to fill out the following form: …",Tue May 31 08:57:52 +0000 2016,4496871736
737568774979620864,"Hmmm, as long as you are ready to pay for it as @British_Airways  MAY start charging....  https://t.co/lgT4fRvNRI  https://t.co/Z8Y5tqkZzN",Tue May 31 08:57:53 +0000 2016,172652097
737568844613439488,@Ryanair do you want the report number?,Tue May 31 08:58:10 +0000 2016,1418580919
737568848069550085,"@Ryanair delays in Gatwick heading to Belfast, been on the plane over one hour now. Any news?!",Tue May 31 08:58:11 +0000 2016,19510986
737568849889918978,@Ryanair is there someone i can speak to about Business Plus customer care??,Tue May 31 08:58:11 +0000 2016,23246777
737568855849979904,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:58:13 +0000 2016,2911256151
737568862133059586,Venezuela krouží nad propastí. Do země přestávají létat pravidelné linky: Po německých aeroliniích Lufthansa… #Ekonomika_Zahraniční,Tue May 31 08:58:14 +0000 2016,283501843
737568879870803968,"Underwhelming @EtihadAirways experience from 2 flights. Overall service was disappointing, &amp; one of the planes was dated. #etihad #travel",Tue May 31 08:58:18 +0000 2016,224523083
737568916168282112,@KLM perfect vlucht gehad omdat de stoel naast mij leeg was :-) voor jullie minder voor de klant oerfect.,Tue May 31 08:58:27 +0000 2016,40199737
737568917669830656,@Ryanair  when will I know if my flight scheduled for Barcelona from Dublin this fri 3rd is going to be cancelled or not??,Tue May 31 08:58:27 +0000 2016,50805055
737568934187012096,"RT @EtihadAirways: Nicole Kidman in Reimagine. A #VirtualReality film on board our A380.
Watch now: https://t.co/XTERBdvNiH #Reimagined htt…",Tue May 31 08:58:31 +0000 2016,21645558
737568947436818433,@WaRTeK @easyJet Ah oui  c'est quand même fort !,Tue May 31 08:58:35 +0000 2016,441951696
737568975224111106,RT @RealJudgeJules: Start planning your weekend to #Ibiza with my '48 hours in' guide for @British_Airways #BAHighLife https://t.co/HFCbhTs…,Tue May 31 08:58:41 +0000 2016,2277802239
737569018215694336,"Once again, incredibly glad I have @AmericanAir priority to blow by a terrible @TSA line this morning.",Tue May 31 08:58:51 +0000 2016,99633235
737569040546177025,"@airfrance bonjour, je veux vous appeler du Ghana pour modifier une réservation, quel est le numéro svp?",Tue May 31 08:58:57 +0000 2016,304039778
737569096842104833,@British_Airways New systems caused extra long check in &amp; then denied lounge access even though gold status #notimpressed,Tue May 31 08:59:10 +0000 2016,19855089
737569112398794752,RT @morandavid: Felicitaciones @NicolasMaduro Lufthansa anuncia que no volará hasta acá. Igual Latam. La IATA dice que tu gobierno les debe…,Tue May 31 08:59:14 +0000 2016,54550711
737569170699649024,"@JBristow89 Hello, sorry to reach you late. Changes can be done via phone: https://t.co/JHrop9vvLv. Regards Thomas",Tue May 31 08:59:28 +0000 2016,38676903
737569204891586561,#AirFrance  pourrait céder sa filiale #Servair au chinois #HNA https://t.co/R70Gs4nNxB https://t.co/lrm1LfMQc9,Tue May 31 08:59:36 +0000 2016,460375632
737569206477029377,RT @yourHeathrow: Heathrow celebrates 70th anniversary with Joanna Lumley and Qantas: https://t.co/xH8ZwkC8Dh #aviation #LHR70 https://t.co…,Tue May 31 08:59:36 +0000 2016,52074205
737569207420784640,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:59:37 +0000 2016,202623947
737569209786335232,Appalling flying conditions on @Iberia_en though knees were in Business Class. Bad partner choice @British_Airways https://t.co/RCKd9E7Kgr,Tue May 31 08:59:37 +0000 2016,168448658
737569253809782784,"How come only our friends in the US have gotten to see this awesome #avgeek shot yet, @lufthansa? :-) https://t.co/x9tnl2OLFG",Tue May 31 08:59:48 +0000 2016,2301143498
737569259430154240,John Hurley:The man running the Digital Engine Room at @Ryanair (+14 mins) https://t.co/QKFAsYEh9N #LeisurePlus #MyRyanair #FutureScope,Tue May 31 08:59:49 +0000 2016,704315216813809664
737569262533890049,@KLM ga ik doen!,Tue May 31 08:59:50 +0000 2016,123888524
737569274529603584,Air France-KLM en passe de céder Servair https://t.co/lPIeulraZ9,Tue May 31 08:59:53 +0000 2016,201868964
737569294368661505,RT @david_bychkov: Ryanair: Good morning to all our high flyers. View flight info here: https://t.co/7H5ZLKK0ZN https://t.co/XW162mJ1XL,Tue May 31 08:59:57 +0000 2016,46736463
737569303197716481,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 08:59:59 +0000 2016,454974470
737569308201517057,"Pre-select faves w/ our #KrisWorld app on #SingaporeAirA350, your #UltimateA350Experience: https://t.co/83MBgL1Obv https://t.co/4NYA1HJIU6",Tue May 31 09:00:01 +0000 2016,253340062
737569326492876802,#Venezuela debe a Lufthansa más de $100 millones https://t.co/X5efuFiEIY vía @sharethis #SOSVenezuela ya envidian a #Cuba @teleSURtv,Tue May 31 09:00:05 +0000 2016,704967351020683264
737569332096442369,Today's the annual @British_Airways vs @BattleBackGolf golf match being held @goodwood_golf. Good luck to both teams https://t.co/xTwHl1Tcd0,Tue May 31 09:00:06 +0000 2016,267844546
737569339486789632,@escapedbyjet @EtihadAirways I'd love to try it one day!,Tue May 31 09:00:08 +0000 2016,2305329174
737569343974735872,"RT @david_bychkov: easyJet: tesshulme Hello, sorry to reach you late, Hope you still arrived well. Regards Thomas",Tue May 31 09:00:09 +0000 2016,46736463
737569352807907332,"#Economía Lufthansa confirma que se va de Venezuela
https://t.co/wKpTMrGT8F",Tue May 31 09:00:11 +0000 2016,2786798004
737569370109444096,@Ryanair good morning guys have a nice day ❤😘,Tue May 31 09:00:15 +0000 2016,4696247797
737569380955873280,I earn @AmericanAir #AAdvantage miles to celebrate milestones like __________. #MilesForMilestones #Promotion https://t.co/RdaQPvSgXK,Tue May 31 09:00:18 +0000 2016,120431923
737569391940763648,Flying today with @ThomasCookUK &amp;they gave us seats all together WITHOUT paying extra. Shame @Ryanair can't do the same when coming back 🙄,Tue May 31 09:00:21 +0000 2016,29538747
737569406075576324,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 09:00:24 +0000 2016,2222873396
737569417198862337,RT @marupita: Venezuela’s isolation grows as Lufthansa cancels flights to Caracas https://t.co/5I3dta84dl,Tue May 31 09:00:27 +0000 2016,4902070414
737569430264152065,Norge i dag! #surr https://t.co/vJfaLWw7vA,Tue May 31 09:00:30 +0000 2016,1024608451
737569439512596480,"Mick Adams of @EtihadAirways: ""Case for putting capital into tooling and training for aircraft, smaller operator may outsource it"" #apmexpo",Tue May 31 09:00:32 +0000 2016,1387669052
737569455736131584,@TheDailyTurbo ziet u mogelijkheden bij AF-KLM? Dank!,Tue May 31 09:00:36 +0000 2016,146138269
737569456071680002,#Lufthansa lance une liaison aérienne entre Marrakech et Munich - Marocains du monde : https://t.co/16yPOTttKv,Tue May 31 09:00:36 +0000 2016,631108932
737569567111712770,"RT @emmanuelquere: Piquettophobes (houra), fineboucheophiles (EasyJet), les picorus (hippopotamus), les fausses définitions Is the new Stun…",Tue May 31 09:01:02 +0000 2016,120160556
737569584903901186,"RT @LBC: EasyJet is to charge £80 if we're late. Ok, says Nick Ferrari, as long as we can charge them when they take off late https://t.co/…",Tue May 31 09:01:07 +0000 2016,2369254212
737569589198888960,"Latam suspende todos sus vuelos a Venezuela, y @lufthansa @AirCanada @Alitalia .. https://t.co/Ij4C555VUA",Tue May 31 09:01:08 +0000 2016,3025659279
737569591853912064,"RT @jakeclemons: Dear airlines, please note that music is a life affirming resource that we value! https://t.co/UwaZGVj5Hx @AmericanAir @un…",Tue May 31 09:01:08 +0000 2016,19079717
737569599076458496,"RT @NTN24ve: Venezuela debe a Lufthansa más de 100 millones de dólares, informó portavoz de la aerolínea https://t.co/DZ9nSWGKNH https://t.…",Tue May 31 09:01:10 +0000 2016,117699379
737569600657719296,"RT @SingaporeAir: Pre-select faves w/ our #KrisWorld app on #SingaporeAirA350, your #UltimateA350Experience: https://t.co/83MBgL1Obv https:…",Tue May 31 09:01:10 +0000 2016,1684003238
737569732488925185,RT @JessieJ: American Way!!! Take off!!! ✈️ Peep me on the cover of @AmericanAir's mag (if you want) 😁 http://t.co/TshBqP9Y1h http://t.co/Y…,Tue May 31 09:01:42 +0000 2016,2262401828
737569744639823873,RT @GIRLZVKOOK: Je vais hack la liste des passager D'AirFrance pour savoir si bts shinee Fx il sont dans le vols 😈,Tue May 31 09:01:45 +0000 2016,559974382
737569750302101504,Ryanair lansează o promoţie fulger: 15% reducere pentru zborurile din şi spre Bucureşti https://t.co/F3VJMTLM1k #stiri #romania,Tue May 31 09:01:46 +0000 2016,839432850
737569762008399873,Thank you @British_Airways,Tue May 31 09:01:49 +0000 2016,20431990
737569784070438912,RT @Nhalmohannadi: فنزويلا من تصادقت مع احمد نجادي والبلد متحوله الي ايران ثانيه شعب فقير وعزله عن الاقتصاد العالمي https://t.co/w4RoaOGL3e,Tue May 31 09:01:54 +0000 2016,247002112
737569838843887616,@British_Airways cabin service and crew to Naples was delightful,Tue May 31 09:02:07 +0000 2016,19193433
737569841012346881,@British_Airways @Tesco trying to book a hotel using the 20% off through Avios. The site https://t.co/v0jSSlz0eu doesn't work. Can you help?,Tue May 31 09:02:08 +0000 2016,214414727
737569855881125889,Lufthansa lance une liaison aérienne entre Marrakech et Munich https://t.co/SMuF9FKVUH #maroc,Tue May 31 09:02:11 +0000 2016,16156258
737569922977431553,"RT @PerVassbotn: Drittpakke? Javisst, eksemplarisk.  https://t.co/Wqia3Ds3jZ",Tue May 31 09:02:27 +0000 2016,24531620
737569936210460673,"@British_Airways am trying to save my partners boarding pass for our flight tomorrow via the app but it's now allowing me, how can I do so?",Tue May 31 09:02:30 +0000 2016,145612575
737569961250430978,"La mayor aerolínea latinoamericana suspende vuelos a Venezuela como ya han hecho Lufthansa, Air... https://t.co/EMNmzjbvKI via @el_pais",Tue May 31 09:02:36 +0000 2016,711344558
737569961955053568,Shock death of Qantas 'confessions' author - https://t.co/gR5xgTFpcx https://t.co/DhDNgizBgC  #fb,Tue May 31 09:02:36 +0000 2016,211212450
737569970482122753,RT @manairport: Win flights to Germany with @lufthansa to celebrate 60 years of flying from Manchester https://t.co/LW24BLt894 https://t.co…,Tue May 31 09:02:39 +0000 2016,458487500
737570030418694145,RT @KLM_press: China Southern Airlines and KLM mark first decade of joint venture https://t.co/okTUCfT6bk https://t.co/7c5T10Og2F,Tue May 31 09:02:53 +0000 2016,15015649
